10 digit HTS,10 digit HTS Description,APHIS Flag,APHIS Flag Description,APHIS Primary Category Type,Category Code,APHIS Operational Program,Category Code Description,APHIS Secondary Category Type
2309.90.95.00,OTHER PREPARATIONS OF A KIND USED IN ANIMAL FEEDING W/O EGG,AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.70.00,PREPS W/BASIS OF B12 USED IN ANIMAL FEEDING W/O EGG,AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.60.00,OTHER PREPARATIONS - ANIMAL FEEDS CONTAINING EGG,AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.48.90,"ANIMAL FEEDS, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.48.10,"ANIMAL FEEDS, OTHER, MILK REPLACER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.44.90,"ANIMAL FEEDS, OTHER, U. S. NOTE 2",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.44.10,"ANIMAL FEEDS, OTHER, MILK REPLACER, U. S. NOTE 2",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.42.90,"ANIMAL FEEDS, OTHER, GENERAL NOTE 15",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.42.10,"ANIMAL FEEDS, OTHER, MILK REPLACER,GENERAL NOTE 15",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.28.90,"ANIMAL FEEDS, OTHER, OVER 10% MILK SOLIDS",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.28.10,"ANIMAL FEEDS, OTHER, MILK REPLACER OVER 10% MILK SOLIDS",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.24.90,"ANIMAL FEEDS, OTHER, OVER 10% MILK SOLIDS, U S NOTE 2",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.24.10,"ANIMAL FEEDS, MILK REPLACER OVER 10% MILK SOLIDS US NOTE 2",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.22.90,"ANIMAL FEEDS, OTHER, OVER 10% MILK SOLIDS,GENERAL NOTE 15",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.22.10,"ANIMAL FEEDS, MILK REPLACER OVER 10% MILK SOLIDS GEN NOTE 15",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.50,OTHER MIXED FEEDS OR MIXED FEED INGREDIENTS,AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.45,"OTHER LIVESTOCK FEED, PREPARED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.35,"SWINE FEED, PREPARED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.32,"OTHER CATTLE FEED, PREPARED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.30,"DAIRY CATTLE FEED, PREPARED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.20,"POULTRY FEEDS, PREPARED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.15,"OTHER PET FOOD, PUT UP FOR RETAIL SALE",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.90.10.05,BIRD SEED,AQ1,APHIS Data May Be Required,AP0300 Animal Product,305 or 501,VS/PPQ,Animal Consumption Products or Seeds Not For Planting,AP0500 Seeds Not for Planting
2309.10.00.90,"DOG OR CAT FOOD,FOR RETAIL SALE, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2309.10.00.10,"DOG OR CAT FOOD,FOR RETAIL SALE, IN AIRTIGHT CONTAINERS",AQ1,APHIS Data May Be Required,AP0300 Animal Product,305,VS,Animal Consumption Products,N/A
2308.00.98.90,"OTHER VEGETABLE MATERIALS AND VEGETABLE WASTE, NES",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
2306.49.00.00,"OILCAKE AND OTHER SOLID RESIDUES,RAPE OR COLZA SEEDS,OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2304.00.00.90,"OILCAKE & OTHER SOLID RESIDUES,FRM EXTRACTION OF SOYBEAN OIL; Other",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",null
2304.00.00.10,"OILCAKE & OTHER SOLID RESIDUES,FRM EXTRACTION OF SOYBEAN OIL;Certified organic",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",null
2303.10.00.40,OTHER RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUES,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2303.10.00.10,"CORN GLUTEN FEED, WHETHER OR NOT IN THE FORM OF PELLETS",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2302.40.01.10,"OTHER SINGLE CEREAL GRAINS,CHOPPED,CRUSHED OR GROUND",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2301.20.00.90,"OTHER FLOURS, MEALS AND PELLETS, OF FISH OR CRUSTACEANS",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2301.20.00.10,HERRING MEAL; PILCHARD MEAL,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2301.10.00.00,"FLOURS,MEALS & PELLETS,OF MEAT OR MEAT OFFAL;GREAVES/CRAKLNG",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"305, 318, 399",VS,"Animal Consumption Products; Manure, Fertilizers and Soil Amendments/Enhancers; Other Animal Products and by- products",N/A
2202.99.91.10,"Other; In aluminum containers, Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading 2009",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2202.99.28.00,MILK-BASE DRINK:OTHER THAN CHOCOLATE:OTHER,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2202.99.24.00,"MILK-BASE DRINK:OTHER:ENTERED PER CHAP 4, U.S. NOTE 10",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2202.99.22.00,MILK-BASED DRINKS:OTHER:ENTERED PER GENERAL NOTE 15,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2202.99.10.00,MILK BASED DRINK:CHOCOLATE MILK DRINK,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.98,OTHER BEVERAGE PREP NOT CONTAINING SUGAR FROM CANE OR BEETS,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.97,CONTAINING SUGAR FROM SUGAR CANE OR SUGAR BEETS,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.95,"OTHER, FROZEN BEVERAGE PREPARATIONS, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.90,"CANNED BEVERAGE PREPARATIONS, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.88,"FOOD PREP CONTAIN SUGAR F/SUGAR CANE/SUGAR BEETS,FLVRD HONEY",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.87,HERBAL TEAS AND HERBAL INFUSIONS COMPRISING MIXED HERBS,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
2106.90.99.80,Food preparations not elsewhere specified or included: Other: Other: Other: Other: Other: Other: Other cream or milk substitutes,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.99.73,"PREPATION FOR THE MANUFACTURE OF BEVERAGES, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.97.00,"Food preparations not elsewhere specified or included: Other: Other: Other: Other: Other: Articles containing over 10 percent by
dry weight of sugar described in
additional U.S. note 3 to chapter 17: Other",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.95.00,"Food preparations not elsewhere specified or included: Other: Other: Other: Other: Other: Articles containing over 10 percent by
dry weight of sugar described in
additional U.S. note 3 to chapter 17: Described in additional U.S. note
8 to chapter 17 and entered
pursuant to its provisions",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.94.00,"Food preparations not elsewhere specified or included: Other: Other: Other: Other: Other: Articles containing over 65 percent by
dry weight of sugar described in
additional U.S. note 2 to chapter 17: Other",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.92.00,"Food preparations not elsewhere specified or included: Other: Other: Other: Other: Other: Articles containing over 65 percent by
dry weight of sugar described in
additional U.S. note 2 to chapter 17: Described in additional U.S. note
7 to chapter 17 and entered
pursuant to its provisions",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.91.00,"BLENDED SYRUPS DESC IN ADDITL US NOTE 9 TO CHAPT 17, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.89.00,"BLENDED SYRUPS DESC US NOTE 9 TO CHAPT 17, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.87.00,"DAIRY PRODUCTS DESC IN ADDITL US NOTE 10 TO CHAPT 4, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.85.00,DAIRY PRODUCTS DESCRIBED IN ADDITL US NOTE 1 TO CHAPT 4,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.83.00,FOOD PREPS NOT ELSEWHERE SPECIFIED OR INCLD. PER GEN NOTE 15,AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.82.00,"FOOD PREP, SPF,CNTNG >10%MILK SLDS, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.80.00,"FOOD PREP, CNTNG >10%MILK SLDS, USNT3, CH 17,OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.78.00,"FOOD PREP, NSF,>10%MILK SLDS,>10%SUGAR,USNT 8, CH17",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.76.00,"FOOD PREP, NSF, CNTNG >10%MILK SLDS, US 2 TO CHPT 17",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.74.00,"FOOD PREP, NSF, CNTNG >10%MILK SLDS,>65%SUGAR,USNT 7, CH 17",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.72.00,"FOOD PREP, NSF, CNTNG >10%MILK SLDS, US NOTE 4 TO CHPT 17",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.68.00,"FOOD PREP, NSF,CNTNG >10%MILK SLDS,BLND SYRPS US NT 9 CH 17",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.66.00,"FOOD PREP, NSF,CNTNG >10%MILK SLDS,OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.64.00,"FOOD PREP, NSF,CNTNG >10%MILK SLDS, CH 4, US NT 10",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.62.00,"FOOD PREP, SPF,CNTNG >10%MILK SLDS, GEN NT 15",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.58.90,Food preparations not elsewhere specified or included: Other: Other: Of gelatin: Other: Other,AQ1,APHIS Data May Be Required,AP0300 Animal Product,314,VS,Gelatin,N/A
2106.90.58.70,"Food preparations not elsewhere specified or included: Other: Other: Of gelatin: Other: Containing sugar derived from sugar cane
or sugar beets",AQ1,APHIS Data May Be Required,AP0300 Animal Product,314,VS,Gelatin,N/A
2106.90.58.50,Food preparations not elsewhere specified or included: Other: Other: Of gelatin: Put up for retail sale: Other,AQ1,APHIS Data May Be Required,AP0300 Animal Product,314,VS,Gelatin,N/A
2106.90.58.30,"Food preparations not elsewhere specified or included: Other: Other: Of gelatin: Put up for retail sale: Containing sugar derived from sugar cane
or sugar beets",AQ1,APHIS Data May Be Required,AP0300 Animal Product,314,VS,Gelatin,N/A
2106.90.38.00,"BUTTER SUBS,OTHER, CONT<=45%BUTTERFAT, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.36.00,"BUTTER SUBS,OTHER, CONT >45%BUTTERFAT,<=10%MILK,OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.34.00,"BUTTER SUBS,>45%BUTTERFAT, PER U.S.NOTE 14,<=10% MILK SOLIDS",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.32.00,"OTHER BUTTER SUBS, >45%BUTTERFAT, PER GEN NOTE 15<=10% MILK",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.28.00,"BUTTER SUBSTITUES, CONT=<45%BUTTERFAT, > 10 % MILK",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.26.00,"BUTTER SUBSTITUES, CONT >45%BUTTERFAT,>10%MILK,OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
2106.90.24.00,"BUTTER SUBSTITUES, CONT >45%BUTTERFAT, PER U.S.NOTE 14",AQ1,APHIS Data May Be Required,AP0300 Animal Product,"302, 304",VS,"Milk and Milk Products; Food containing egg/egg products, and/or milk/milk products",N/A
